Query_7626743,CP177713.1,99.215,382,2,1,4,385,23273,22893,0.0,688
Query_7626743,CP177500.1,99.215,382,2,1,4,385,22279,21899,0.0,688
Query_7626743,CP177607.1,98.961,385,3,1,1,385,78817,79200,0.0,688
Query_7626743,CP177680.1,99.215,382,2,1,4,385,24979,24599,0.0,688
Query_7626743,CP177999.1,98.961,385,3,1,1,385,78788,79171,0.0,688
Query_7626743,CP177470.1,98.961,385,3,1,1,385,56212,56595,0.0,688
Query_7626743,CP177557.1,99.215,382,2,1,4,385,20146,19766,0.0,688
Query_7626743,CP166967.1,99.215,382,2,1,4,385,69956,69576,0.0,688
Query_7626743,CP177523.1,99.215,382,2,1,4,385,23489,23109,0.0,688
Query_7626743,CP151620.1,99.215,382,2,1,4,385,11683,11303,0.0,688
Query_7626743,CP177783.1,99.215,382,2,1,4,385,13208,12828,0.0,688
Query_7626743,CP177473.1,98.961,385,3,1,1,385,9585,9968,0.0,688
Query_7626743,CP177405.1,99.215,382,2,1,4,385,24979,24599,0.0,688
Query_7626743,CP177767.1,99.215,382,2,1,4,385,13208,12828,0.0,688
Query_7626743,CP177920.1,99.215,382,2,1,4,385,23801,23421,0.0,688
Query_7626743,CP177387.1,99.215,382,2,1,4,385,22242,21862,0.0,688
Query_7626743,CP177936.1,98.961,385,3,1,1,385,79498,79881,0.0,688
Query_7626743,CP178011.1,99.215,382,2,1,4,385,74665,74285,0.0,688
Query_7626743,CP177933.1,98.961,385,3,1,1,385,78788,79171,0.0,688
Query_7626743,CP178095.1,98.961,385,3,1,1,385,78080,78463,0.0,688
Query_7626743,CP166964.1,99.215,382,2,1,4,385,69956,69576,0.0,688
Query_7626743,CP178054.1,99.215,382,2,1,4,385,24979,24599,0.0,688
Query_7626743,CP177442.1,99.215,382,2,1,4,385,23793,23413,0.0,688
Query_7626743,CP177637.1,98.961,385,3,1,1,385,78008,78391,0.0,688
Query_7626743,CP019709.1,99.215,382,2,1,4,385,29241,28861,0.0,688
Query_7626743,CP009834.1,98.961,385,3,1,1,385,43761,44144,0.0,688
Query_7626743,CP151624.1,99.215,382,2,1,4,385,74596,74216,0.0,688
Query_7626743,CP162312.1,99.215,382,2,1,4,385,57799,57419,0.0,688
Query_7626743,CP016275.1,98.961,385,3,1,1,385,61861,62244,0.0,688
Query_7626743,CP177453.1,99.215,382,2,1,4,385,25684,25304,0.0,688
Query_7626743,CP177693.1,99.215,382,2,1,4,385,23273,22893,0.0,688
Query_7626743,CP177630.1,98.961,385,3,1,1,385,78008,78391,0.0,688
Query_7626743,CP009934.1,98.961,385,3,1,1,385,93827,94210,0.0,688
Query_7626743,CP177737.1,99.215,382,2,1,4,385,22279,21899,0.0,688
Query_7626743,CP177696.1,99.215,382,2,1,4,385,23273,22893,0.0,688
Query_7626743,CP177715.1,99.215,382,2,1,4,385,22279,21899,0.0,688
Query_7626743,CP177789.1,99.215,382,2,1,4,385,13208,12828,0.0,688
Query_7626743,AF074611.1,98.961,385,3,1,1,385,28102,28485,0.0,688
Query_7626743,CP178034.1,99.215,382,2,1,4,385,49399,49019,0.0,688
Query_7626743,CP178048.1,99.215,382,2,1,4,385,24979,24599,0.0,688
Query_7626743,CP178044.1,98.961,385,3,1,1,385,77737,78120,0.0,688
Query_7626743,CP177429.1,99.215,382,2,1,4,385,24703,24323,0.0,688
Query_7626743,CP177775.1,98.961,385,3,1,1,385,74706,75089,0.0,688
Query_7626743,CP178077.1,98.961,385,3,1,1,385,77748,78131,0.0,688
Query_7626743,CP006807.1,98.961,385,3,1,1,385,134697,135080,0.0,688
Query_7626743,CP177943.1,99.215,382,2,1,4,385,23801,23421,0.0,688
Query_7626743,CP178014.1,99.215,382,2,1,4,385,74672,74292,0.0,688
Query_7626743,CP033694.1,99.215,382,2,1,4,385,90882,90502,0.0,688
Query_7626743,CP178038.1,99.215,382,2,1,4,385,74665,74285,0.0,688
Query_7626743,CP045164.1,99.215,382,2,1,4,385,74666,74286,0.0,688
Query_7626743,CP177559.1,99.215,382,2,1,4,385,22279,21899,0.0,688
Query_7626743,CP006790.1,98.961,385,3,1,1,385,27872,28255,0.0,688
Query_7626743,CP177402.1,99.215,382,2,1,4,385,88577,88197,0.0,688
Query_7626743,CP045637.1,98.961,385,3,1,1,385,98823,99206,0.0,688
